"record_id"	"batch_id"	"path"	"sha256"	"bytes"	"inventory_snapshot_git_status"	"effective_snapshot_git_status"	"inventory_material_role"	"document_class"	"source_type"	"current_applicability"	"history_or_derivation"	"approval_named_authorizer"	"approval_date"	"approval_scope"	"approval_version_binding"	"document_approval_state"	"atomic_requirement_extraction_route"	"evidence_or_conflict_pointers"	"investigation_pointer"
"R02-18"	"R02"	"requirement-documents/02-business-rules/br-009-parking-point-allocation-and-queueing.md"	"bc212f95287faec261b05a3ee5e8c9468e009fedfb6ec24840863df52e371c5a"	"5952"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"来源未知的类比派生 BR"	"来源未知的类比派生 BR"	"**来源未知的类比派生 BR**；停靠触发、候选有效性、FIFO、优先级与并发锁分开。"	"[BR-009](../../../../requirement-documents/02-business-rules/br-009-parking-point-allocation-and-queueing.md) `bc212f95287f`；`48`; Source 只有 2026-07-13 触发/候选/优先级摘要；排队结构明说参照 BR-007，FIFO 是内部差异化设计"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-atomic-decomposition-evidence-review-and-explicit-approval"	"无; **来源未知的类比派生 BR**；停靠触发、候选有效性、FIFO、优先级与并发锁分开。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 18"	"R02-requirements-framing-and-business-rules.md:38"
"R02-19"	"R02"	"requirement-documents/02-business-rules/br-010-default-administrator-account.md"	"9843f98e918e6fba1eb35c064596f9d01815e23b21e582183dbb9a239482d0c3"	"6678"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"来源未知的用户澄清摘要/BR"	"来源未知的用户澄清摘要/BR"	"**来源未知的用户澄清摘要/BR**；账号唯一性、不可停用、初始密码、超级权限、审计逐项确认。"	"[BR-010](../../../../requirement-documents/02-business-rules/br-010-default-administrator-account.md) `9843f98e918e`；`ec`; Source 写 2026-07-14 “与用户澄清问答”，但不含对话记录、用户身份或版本指针"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-atomic-decomposition-evidence-review-and-explicit-approval"	"无；安全影响大但无 IT/安全授权人批准; **来源未知的用户澄清摘要/BR**；账号唯一性、不可停用、初始密码、超级权限、审计逐项确认。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 19"	"R02-requirements-framing-and-business-rules.md:39"
"R02-20"	"R02"	"requirement-documents/02-business-rules/br-011-account-and-password-format.md"	"e5a2ae6c041daa436a26edfbf8987982495d4e510c55c656aeef75d29911c394"	"4766"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"原始要求摘要与纯分析派生混合 BR"	"原始要求摘要与纯分析派生混合 BR"	"**原始要求摘要与纯分析派生混合 BR**；两类必须分开原子化，不得整份确认。"	"[BR-011](../../../../requirement-documents/02-business-rules/br-011-account-and-password-format.md) `e5a2ae6c041d`；`ec`; Source 明确只把“英文+数字、不高复杂度/定期更换”称为确认；**其余登录名格式、密码长度、保留标识和存储方式自述为“需求工程常规基线拟定”**"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-atomic-decomposition-evidence-review-and-explicit-approval"	"无；即使自述确认的最低密码部分也无具名记录; **原始要求摘要与纯分析派生混合 BR**；两类必须分开原子化，不得整份确认。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 20"	"R02-requirements-framing-and-business-rules.md:40"
"R02-21"	"R02"	"requirement-documents/02-business-rules/br-012-mes-task-idempotency-and-reconciliation.md"	"d8f77fc533fd7e3bbf4b86a6800f7fe0b410d58f42a7a354ed41c14b0d289260"	"7036"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"可追至未批准内部上游的派生 BR"	"可追至未批准内部上游的派生 BR"	"**可追至未批准内部上游的派生 BR**；幂等键、轮询、消失、冻结、上线基线、Mock、只读和性能目标/观察分开。"	"[BR-012](../../../../requirement-documents/02-business-rules/br-012-mes-task-idempotency-and-reconciliation.md) `d8f77fc533fd`；`ec→49`; Source 指向 MES 模型第 4–7/12–13 节，同时引用“10 轮平均约 3.13s”实测；上游是混合综合文档，性能观察也不等于要求批准"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-atomic-decomposition-evidence-review-and-explicit-approval"	"无；未绑定客户 IT 批准的 SQL/查询目录版本; **可追至未批准内部上游的派生 BR**；幂等键、轮询、消失、冻结、上线基线、Mock、只读和性能目标/观察分开。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 21"	"R02-requirements-framing-and-business-rules.md:41"
"R02-22"	"R02"	"requirement-documents/02-business-rules/br-013-multi-basket-loading.md"	"ac51b3a50f7b1740bf7f51c2f6d0d7a9e299037d724bed8e7931a75e89b82bef"	"4126"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"可追至未批准内部上游的派生 BR"	"可追至未批准内部上游的派生 BR"	"**可追至未批准内部上游的派生 BR**；花篮身份、数量权威、换算、仓位占用、批量开门分开。"	"[BR-013](../../../../requirement-documents/02-business-rules/br-013-multi-basket-loading.md) `ac51b3a50f7b`；`ec→49`; Source 指向 MES 模型第 9/13.3 节的 2026-07-31 “业务确认”摘要；无原始业务记录"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-atomic-decomposition-evidence-review-and-explicit-approval"	"无; **可追至未批准内部上游的派生 BR**；花篮身份、数量权威、换算、仓位占用、批量开门分开。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 22"	"R02-requirements-framing-and-business-rules.md:42"
"R02-23"	"R02"	"requirement-documents/02-business-rules/br-014-transport-task-types-and-fixed-stations.md"	"98cd58e70e4a3f97d333b8cd5b29278363c6105ee8de10b63b4ba90f48c7090e"	"5171"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"可追至未批准内部上游的派生 BR"	"可追至未批准内部上游的派生 BR"	"**可追至未批准内部上游的派生 BR**；六个任务类型、每个起/终点、固定站、优先级和上下游等待逐项核实。"	"[BR-014](../../../../requirement-documents/02-business-rules/br-014-transport-task-types-and-fixed-stations.md) `98cd58e70e4a`；`ec→49`; Source 指向 MES 模型和 MES 接口确认文档；两个当前路径的迁移指针可追至 `mes/docs`，但上游没有合格批准链"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-atomic-decomposition-evidence-review-and-explicit-approval"	"无；“第六类于 2026-07-24 加入正式查询”是形成声明，非批准记录; **可追至未批准内部上游的派生 BR**；六个任务类型、每个起/终点、固定站、优先级和上下游等待逐项核实。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 23"	"R02-requirements-framing-and-business-rules.md:43"
"R02-24"	"R02"	"requirement-documents/02-business-rules/br-015-path-cost-and-dispatch-ranking.md"	"5b6708cec8474a45735292a7e028ee341f00d4840bb8256a57c1e44ab0cad1dd"	"6367"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"来源未知的内部派生 BR"	"来源未知的内部派生 BR"	"**来源未知的内部派生 BR**；路径成本定义、权重、硬优先级、降级和 TBD 分开确认。"	"[BR-015](../../../../requirement-documents/02-business-rules/br-015-path-cost-and-dispatch-ranking.md) `5b6708cec847`；`ec`; Source 只有 2026-07-14 从 RIOT 读路网并与紧急度权衡的自述确认；无 RIOT API/地图版本或会议记录"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-atomic-decomposition-evidence-review-and-explicit-approval"	"无; **来源未知的内部派生 BR**；路径成本定义、权重、硬优先级、降级和 TBD 分开确认。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 24"	"R02-requirements-framing-and-business-rules.md:44"
"R02-25"	"R02"	"requirement-documents/02-business-rules/README.md"	"9a99ee7f963b7e5a3307a8a0165892be44c0eb7afa8a7d94e5bf197d430f69e5"	"1610"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"不完整导航索引/记录结构"	"不完整导航索引/记录结构"	"**不完整导航索引/记录结构**；不独立提取需求，后续只用于指向原 BR，并勘误缺失链接。"	"[02-business-rules/README.md](../../../../requirement-documents/02-business-rules/README.md) `9a99ee7f963b`；`96→ec→49`; 说明目录、模板、Dataview 用法，只列 BR-001 及 BR-012–015，未无损索引全部 15 条 BR；条目摘要是下游文档的重复"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无; **不完整导航索引/记录结构**；不独立提取需求，后续只用于指向原 BR，并勘误缺失链接。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 25"	"R02-requirements-framing-and-business-rules.md:45"
"R02-26"	"R02"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"15751"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"内部派生规范/参考目录，非纯索引"	"内部派生规范/参考目录，非纯索引"	"**内部派生规范/参考目录，非纯索引**；按每个步骤类型的语义、安全标记、幂等/重试和上游 UC/BR 逐项核实。"	"[workflow-step-catalog.md](../../../../requirement-documents/02-business-rules/workflow-step-catalog.md) `c62f70569c04`；`0b→48→ec→49`; `type: reference,status: draft`；无 Source 节，通过 UC/BR 链接派生步骤类型，但同时新增可跳过/重试、输入输出和安全边界等规范性内容；`catalog_version` 仍为 `2026.07.13`，与后续多次实质修改未绑定"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-atomic-decomposition-evidence-review-and-explicit-approval"	"无；无软件发布/安全评审记录或目录版本哈希; **内部派生规范/参考目录，非纯索引**；按每个步骤类型的语义、安全标记、幂等/重试和上游 UC/BR 逐项核实。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 26"	"R02-requirements-framing-and-business-rules.md:46"
"R02-27"	"R02"	"requirement-documents/README.md"	"b247854f21d75fed673ce85fbc57426cb9293a27b7416b33c0d905fd055be999"	"21616"	"tracked-clean"	"tracked-clean"	"template-or-index"	"需求库入口/编辑与索引结构"	"需求库入口/编辑与索引结构"	"**需求库入口/编辑与索引结构**；可用于导航与工具使用，不从其生成系统需求。"	"[requirement-documents/README.md](../../../../requirement-documents/README.md) `b247854f21d7`；`96→0b→48→ec→49`; Obsidian vault 入口：目录结构、ID/wikilink/frontmatter、插件和编辑流程。它定义 `approved` 的字符串语义，不提供任何实例的批准记录；开头的 BR-001∼008/UC-001∼038 口径已不能完整表示当前集合"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无；这是仓库编辑规约，不是业务授权或基线批准; **需求库入口/编辑与索引结构**；可用于导航与工具使用，不从其生成系统需求。; detailed record: R02-requirements-framing-and-business-rules.md matrix row 27"	"R02-requirements-framing-and-business-rules.md:47"
"R03-01"	"R03"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"20755"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；当前内部站点装货主候选，`49` 已改写旧的手工确认/单仓语义；1 个 TBD，整个新版本须重新送审。"	"[UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；当前内部站点装货主候选，`49` 已改写旧的手工确认/单仓语义；1 个 TBD，整个新版本须重新送审。; detailed record: R03-use-cases.md line 27"	"R03-use-cases.md:27"
"R03-02"	"R03"	"requirement-documents/03-use-cases/01-site-operations/uc-002-confirm-task-completion.md"	"00e4d1ea89c427c845fd2a8514c82fb715f578f6a44d66bc1e761e8abaa79ea8"	"4118"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；`49` 版是 StationDeparture/StopClosure 候选，旧“批次人工确认”语义已被替代；不得继承旧版确认。"	"[UC-002](../../../../requirement-documents/03-use-cases/01-site-operations/uc-002-confirm-task-completion.md) `00e4d1ea89c4`；`96→0b→ec→49`; 从原装货结束场景演化为结束当前站装货；无 `related_br`"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；`49` 版是 StationDeparture/StopClosure 候选，旧“批次人工确认”语义已被替代；不得继承旧版确认。; detailed record: R03-use-cases.md line 28"	"R03-use-cases.md:28"
"R03-03"	"R03"	"requirement-documents/03-use-cases/01-site-operations/uc-003-agv-arrives-at-designated-station.md"	"6131ca69ef26e1021662d156a193e52b36b07f696720d0b7fa94c0d1abf8e648"	"9036"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；可送审“到站后用户看到什么”，但软件权威投影属内部设计；1 TBD，边界须与 UC-009 一起审。"	"[UC-003](../../../../requirement-documents/03-use-cases/01-site-operations/uc-003-agv-arrives-at-designated-station.md) `6131ca69ef26`；`96→0b→48→49`; 从 UC-001 拆分，又把轮询到站拆给 UC-009；BR-001；当前只覆盖可信到站事件后的状态/投影/HMI"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；可送审“到站后用户看到什么”，但软件权威投影属内部设计；1 TBD，边界须与 UC-009 一起审。; detailed record: R03-use-cases.md line 29"	"R03-use-cases.md:29"
"R03-04"	"R03"	"requirement-documents/03-use-cases/01-site-operations/uc-005-retrieve-mis-stored-product-from-slot.md"	"b8dad821f105bc6a333e1a3938d320cc241c42cf396d3295766178dba96b0074"	"6044"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；可送审的现场纠错候选，但 `49` 内部状态机不能由“放错需取出”反推已批准。"	"[UC-005](../../../../requirement-documents/03-use-cases/01-site-operations/uc-005-retrieve-mis-stored-product-from-slot.md) `b8dad821f105`；`96→0b→48→ec→49`; 从 UC-001 放错异常拆分；后续改为 LoadCorrection/原仓位重放；无 `related_br`"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；可送审的现场纠错候选，但 `49` 内部状态机不能由“放错需取出”反推已批准。; detailed record: R03-use-cases.md line 30"	"R03-use-cases.md:30"
"R03-05"	"R03"	"requirement-documents/03-use-cases/01-site-operations/uc-006-cancel-transport-task-upon-arrival.md"	"d99f3254a682a9b1b9e21fcf7daab9f6f5c431fb287c248108c2ac6db4ccaf01"	"6755"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；取消用户目标可送审；`49` 的硬件闭环、多 SUBLOT 隔离和抑制语义是内部细化。"	"[UC-006](../../../../requirement-documents/03-use-cases/01-site-operations/uc-006-cancel-transport-task-upon-arrival.md) `d99f3254a682`；`96→0b→48→ec→49`; 从到站取消场景演化为离站前按 DemandId 清空并取消；无 `related_br`"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；取消用户目标可送审；`49` 的硬件闭环、多 SUBLOT 隔离和抑制语义是内部细化。; detailed record: R03-use-cases.md line 31"	"R03-use-cases.md:31"
"R03-06"	"R03"	"requirement-documents/03-use-cases/01-site-operations/uc-010-unload-completed-lot-at-destination-station.md"	"727d84c8dfd57d89ef020f91ff6c13d0b19144dcdf2333bb029487c9763818c3"	"13216"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；这是直接送审价值最高的 UC 之一，但根原始文件本身也无批准链；3 TBD，`49` 已改写卸货完成语义。"	"[UC-010](../../../../requirement-documents/03-use-cases/01-site-operations/uc-010-unload-completed-lot-at-destination-station.md) `727d84c8dfd5`；`96→0b→48→ec→49`; 文档明说从根 [user case.md](../../../../requirement-documents/user%20case.md) 的工艺起终点场景拆分；BR-013/014；范围是终点自动识别与卸货"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；这是直接送审价值最高的 UC 之一，但根原始文件本身也无批准链；3 TBD，`49` 已改写卸货完成语义。; detailed record: R03-use-cases.md line 32"	"R03-use-cases.md:32"
"R03-07"	"R03"	"requirement-documents/03-use-cases/01-site-operations/uc-043-verify-identity-and-manage-operation-session.md"	"338b82a1c9ed7afe452d6805045b6223875498ca41b9c9f53932f9699df7df23"	"6570"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-I"	"unapproved-internal-design-exploration"	"`I`；`49` 版是 8005 装货身份/会话内部设计；必须由生产、MES/IT、权限责任方送审，不是原始客户用例。"	"[UC-043](../../../../requirement-documents/03-use-cases/01-site-operations/uc-043-verify-identity-and-manage-operation-session.md) `338b82a1c9ed`；`ec→49`; 后期为 UC-001/002/005/006/010 补的身份核验和操作会话；无 BR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"split-business-design-interface-and-safety-claims-before-evidence-review-and-explicit-approval"	"`I`；`49` 版是 8005 装货身份/会话内部设计；必须由生产、MES/IT、权限责任方送审，不是原始客户用例。; detailed record: R03-use-cases.md line 33"	"R03-use-cases.md:33"
"R03-08"	"R03"	"requirement-documents/03-use-cases/01-site-operations/uc-044-reopen-slot-after-incomplete-retrieval.md"	"2fe7f7bdc580c01f9f239e0ed8b6239a7ed5c57f9d73f619cba5f8fbcda3c56f"	"6420"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-I"	"unapproved-internal-design-exploration"	"`I`；作为卸货闭环子流程仍当前被 FR/TC 引用，但“无强制放行上限、自动重开”需安全与现场专项审查。"	"[UC-044](../../../../requirement-documents/03-use-cases/01-site-operations/uc-044-reopen-slot-after-incomplete-retrieval.md) `2fe7f7bdc580`；`ec→49`; 从 UC-010 旧 E4.1 残留异常拆分；无 BR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"split-business-design-interface-and-safety-claims-before-evidence-review-and-explicit-approval"	"`I`；作为卸货闭环子流程仍当前被 FR/TC 引用，但“无强制放行上限、自动重开”需安全与现场专项审查。; detailed record: R03-use-cases.md line 34"	"R03-use-cases.md:34"
"R03-09"	"R03"	"requirement-documents/03-use-cases/01-site-operations/uc-046-handle-station-departure-wait-timeout.md"	"d1cb766bd7d6590d65986fe78ff89519e7dc7cbe67536e03a87e5af703febeed"	"5113"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-I"	"unapproved-internal-design-exploration"	"`I`；与 FR-031/ADR-0055 一起是当前内部超时方案，不是可证明的用户目标；默认时间/HMI/自动结束需逐项送审。"	"[UC-046](../../../../requirement-documents/03-use-cases/01-site-operations/uc-046-handle-station-departure-wait-timeout.md) `d1cb766bd7d6`；`49`; 仅在车载—服务端权威改写中形成；无 BR；范围是 StationDepartureWaiting 超时内部过程"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"split-business-design-interface-and-safety-claims-before-evidence-review-and-explicit-approval"	"`I`；与 FR-031/ADR-0055 一起是当前内部超时方案，不是可证明的用户目标；默认时间/HMI/自动结束需逐项送审。; detailed record: R03-use-cases.md line 35"	"R03-use-cases.md:35"
"R03-10"	"R03"	"requirement-documents/03-use-cases/02-slot-and-hardware/uc-011-view-slot-monitoring-dashboard.md"	"212495ce9b6ac51de971d84a040dc45526972038f999970e9e1d75f82d4cf50f"	"8437"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；用户目标可送审；3 TBD，显示字段、可见范围、刷新频率未定。"	"[UC-011](../../../../requirement-documents/03-use-cases/02-slot-and-hardware/uc-011-view-slot-monitoring-dashboard.md) `212495ce9b6a`；`96→0b→49`; 自述来自用户对仓位状态看板的讨论；无 BR；只读监控"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；用户目标可送审；3 TBD，显示字段、可见范围、刷新频率未定。; detailed record: R03-use-cases.md line 41"	"R03-use-cases.md:41"
"R03-11"	"R03"	"requirement-documents/03-use-cases/02-slot-and-hardware/uc-014-enable-disable-slot.md"	"2bf87510f46481a8adae2f7d3a34bf6875f0fb79fa0fb8d049899bb132a82812"	"3383"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；可送审启停规则，但 Actor 仍“待定”，状态模型是内部候选。"	"[UC-014](../../../../requirement-documents/03-use-cases/02-slot-and-hardware/uc-014-enable-disable-slot.md) `2bf87510f464`；`96→0b→48→49`; 仓位管理用户目标；无 BR；`49` 将管理可用性与物理事实分离"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；可送审启停规则，但 Actor 仍“待定”，状态模型是内部候选。; detailed record: R03-use-cases.md line 42"	"R03-use-cases.md:42"
"R03-12"	"R03"	"requirement-documents/03-use-cases/02-slot-and-hardware/uc-015-slot-door-unlock-open-test.md"	"7a5f4325d17ad9b2543efbadfc411e2e5d3a85a66979a25f42495a9d8045ac02"	"7068"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；硬件维护场景可送审；必须与 UC-004 安全联锁、UC-039 点位前提一起审。"	"[UC-015](../../../../requirement-documents/03-use-cases/02-slot-and-hardware/uc-015-slot-door-unlock-open-test.md) `7a5f4325d17a`；`96→0b→48→49`; 自述为用户提出的开锁/弹开测试；无 BR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；硬件维护场景可送审；必须与 UC-004 安全联锁、UC-039 点位前提一起审。; detailed record: R03-use-cases.md line 43"	"R03-use-cases.md:43"
"R03-13"	"R03"	"requirement-documents/03-use-cases/02-slot-and-hardware/uc-016-slot-light-curtain-function-test.md"	"cb653b589118b82f67d71565042991eafe3aeadb114e8b80c4a5a94f2c9dd0aa"	"8099"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；场景可送审；2 TBD，主参与者仍未最终确认。"	"[UC-016](../../../../requirement-documents/03-use-cases/02-slot-and-hardware/uc-016-slot-light-curtain-function-test.md) `cb653b589118`；`96→0b→49`; 自述为用户提出的光幕功能测试；无 BR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；场景可送审；2 TBD，主参与者仍未最终确认。; detailed record: R03-use-cases.md line 44"	"R03-use-cases.md:44"
"R03-14"	"R03"	"requirement-documents/03-use-cases/02-slot-and-hardware/uc-017-slot-door-state-detection-test.md"	"c1b094aa68a0de89a714806bf9fdd16a42afd8a6beb992dcb262eb4612833e67"	"4142"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；维护测试候选；需硬件/IO 责任人确认信号能力与适用车型。"	"[UC-017](../../../../requirement-documents/03-use-cases/02-slot-and-hardware/uc-017-slot-door-state-detection-test.md) `c1b094aa68a0`；`96→0b→49`; 仓锁反馈/闩合识别测试；无 BR；`49` 吸收“无独立门磁”内部结论"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；维护测试候选；需硬件/IO 责任人确认信号能力与适用车型。; detailed record: R03-use-cases.md line 45"	"R03-use-cases.md:45"
"R03-15"	"R03"	"requirement-documents/03-use-cases/02-slot-and-hardware/uc-018-io-point-mapping-verification-test.md"	"dd1965f4af48a0c4499646897a929ef70fce7b08f6d6c07763a9797d9665aacf"	"10026"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；场景可送审；2 TBD，Actor/是否自动化未定，不得用现有测试通过反推需求正确。"	"[UC-018](../../../../requirement-documents/03-use-cases/02-slot-and-hardware/uc-018-io-point-mapping-verification-test.md) `dd1965f4af48`；`96→0b→48→49`; 自述为用户提出的 IO 映射双向核对；无 BR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；场景可送审；2 TBD，Actor/是否自动化未定，不得用现有测试通过反推需求正确。; detailed record: R03-use-cases.md line 46"	"R03-use-cases.md:46"
"R03-16"	"R03"	"requirement-documents/03-use-cases/02-slot-and-hardware/uc-039-maintain-slot-io-point-mapping.md"	"b9e6e0e7415965e5342b94915df111ab52b721bb476d709569510f171a017a41"	"9094"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-I"	"unapproved-internal-design-exploration"	"`I`；当前是设备接入闭环的内部候选；6 TBD，包含待核对是否阻断业务、二次认证等未决策项。"	"[UC-039](../../../../requirement-documents/03-use-cases/02-slot-and-hardware/uc-039-maintain-slot-io-point-mapping.md) `b9e6e0e74159`；`48→49`; 为填补 UC-018 假定“映射已存在”的建表/维护缺口而新增；无 BR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"split-business-design-interface-and-safety-claims-before-evidence-review-and-explicit-approval"	"`I`；当前是设备接入闭环的内部候选；6 TBD，包含待核对是否阻断业务、二次认证等未决策项。; detailed record: R03-use-cases.md line 47"	"R03-use-cases.md:47"
"R03-17"	"R03"	"requirement-documents/03-use-cases/03-agv-fleet-management/uc-013-enable-disable-agv.md"	"835e08ba1846c25be422572929fd5bf7cd152ba86fbe57dc1f252ec2a9f13a49"	"8669"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；可送审，但 4 TBD 且 Actor 暂定；“待生效不中断当前任务”需单独确认。"	"[UC-013](../../../../requirement-documents/03-use-cases/03-agv-fleet-management/uc-013-enable-disable-agv.md) `835e08ba1846`；`96→0b→1d`; 自述为用户提出的本系统车辆启停；无 BR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；可送审，但 4 TBD 且 Actor 暂定；“待生效不中断当前任务”需单独确认。; detailed record: R03-use-cases.md line 53"	"R03-use-cases.md:53"
