"record_id"	"batch_id"	"path"	"sha256"	"bytes"	"inventory_snapshot_git_status"	"effective_snapshot_git_status"	"inventory_material_role"	"document_class"	"source_type"	"current_applicability"	"history_or_derivation"	"approval_named_authorizer"	"approval_date"	"approval_scope"	"approval_version_binding"	"document_approval_state"	"atomic_requirement_extraction_route"	"evidence_or_conflict_pointers"	"investigation_pointer"
"R11-11"	"R11"	"mes/reference/README.md"	"8860a80469bd0fb97f91112b7339199fa50b74243768ee4015c92a0479185f5c"	"1679"	"tracked-clean"	"tracked-clean"	"candidate-data-constraint"	"R11-D/A/I"	"internal-capacity-schema-matching-and-safety-guidance"	"Current-project capacity matching and fail-closed guidance mixed with CSV navigation; does not prove the 28 values."	"Formed in 5718541 around the stated customer-table migration."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-separating-match-algorithm-safety-guardrails-and-source-data-explicit-approval"	"Retain exact-before-longest-prefix, case-sensitivity, no-fuzzy-inference, CSV SSOT and missing customer approval."	"R11-mes-data-query-validation-constraints.md; section=逐文件调查台账"
"R12-01"	"R12"	".scratch/mes-ingest-phase-1/issues/01-recorded-snapshot-to-read-api.md"	"0e450e68f282f09e0374ef4c62c26e8818889a2b8269bc639b7686c0de3786d6"	"1459"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-02"	"R12"	".scratch/mes-ingest-phase-1/issues/02-demand-lifecycle-appear-gone-reappear.md"	"47403fb0fb453921a231b1b6d37f4aa11158636c1f315c97a0b5e508a6d5030d"	"1466"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-03"	"R12"	".scratch/mes-ingest-phase-1/issues/03-mes-data-quality-diagnostics.md"	"aebd3d60f4c0cb5c0bd86c7e2dd730879539d95cd33e609a2f725f43ec98ca43"	"1581"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-04"	"R12"	".scratch/mes-ingest-phase-1/issues/04-paused-zero-drop.md"	"539ebf637d2e816884b76f76a13ab45b9625963cecfe547c2ae7f552455cd693"	"1427"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-05"	"R12"	".scratch/mes-ingest-phase-1/issues/05-sql-server-persistent-projection.md"	"2e92831e8dfabc3c4e27dbbec71df34a3f0c5b9eee85fdb34edd186414a79c29"	"1350"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-06"	"R12"	".scratch/mes-ingest-phase-1/issues/06-restart-recovery-barrier.md"	"b84a03a697a304d97cbcbf07cab3f890d5d096230daf45cbb0f481ebdba1fcae"	"1653"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-07"	"R12"	".scratch/mes-ingest-phase-1/issues/07-windows-service-single-flight-poll.md"	"f29716f21e67c30165c54dd46b5fcaf9ecfa973d8d38cff24984b60d1938ace7"	"1441"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-08"	"R12"	".scratch/mes-ingest-phase-1/issues/08-oracle-source-and-probe.md"	"5b9588d598a7c4af02ef28beb4077f0e210727de9789cfaf3d244be1229b2183"	"1424"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-09"	"R12"	".scratch/mes-ingest-phase-1/issues/09-wpf-watch-thin-client.md"	"1d8141b69af5fe85f1c64a3d861d7724ca7c2eae455e239a542b3879d5d00600"	"1525"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-10"	"R12"	".scratch/mes-ingest-phase-1/issues/10-install-package-and-secure-config.md"	"159e3908ec17de1b7a1307cdf9fd9200400092b4d98cdd67ce6088723ac2a488"	"1485"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-11"	"R12"	".scratch/mes-ingest-phase-1/issues/11-factory-validation-feedback-loop.md"	"c4ff7d8222100f920725528666db98d624408afd88fbfaec28b1fa51526f8ec7"	"1645"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-TASK"	"completed-implementation-slice-derived-from-internal-spec"	"Historical Phase 1 implementation plan and completion evidence; does not independently preserve an original requirement."	"Derived from the Phase 1 spec and later completed through implementation commits."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; trace-any-claimed-requirement-to-upstream-spec-and-primary-evidence"	"Retain build scope, acceptance checks and completion commit as implementation history only."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-12"	"R12"	".scratch/mes-ingest-phase-1/issues/12-zero-drop-counts-after-baseline.md"	"c96d958377e221e8599b2d1b3c35fc44b1acb26d8c22d4e102efecd3e76bb43b"	"1602"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-DEVIATION-FIX"	"implementation-or-review-deviation-and-fix-record"	"Historical Phase 1 implementation deviation/current-state fix; upstream contract alone may become a candidate."	"Created after implementation or review exposed a concrete deviation, then closed by a fix commit."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain referenced upstream contract, repro, regression test and fix commit without promoting derived UI/data-model details."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-13"	"R12"	".scratch/mes-ingest-phase-1/issues/13-demand-dto-relevant-alerts.md"	"11a59959a7a4ef043edbbf6b2d3ff318742158a8982a54cf7cd3c6b8b02bc966"	"1366"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-DEVIATION-FIX"	"implementation-or-review-deviation-and-fix-record"	"Historical Phase 1 implementation deviation/current-state fix; upstream contract alone may become a candidate."	"Created after implementation or review exposed a concrete deviation, then closed by a fix commit."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain referenced upstream contract, repro, regression test and fix commit without promoting derived UI/data-model details."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-14"	"R12"	".scratch/mes-ingest-phase-1/issues/14-watch-banner-before-first-poll.md"	"f11afd982aff4a3e2e8a65c27367c74fd91300a7458060ddd474ae07aabedabc"	"1494"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-DEVIATION-FIX"	"implementation-or-review-deviation-and-fix-record"	"Historical Phase 1 implementation deviation/current-state fix; upstream contract alone may become a candidate."	"Created after implementation or review exposed a concrete deviation, then closed by a fix commit."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain referenced upstream contract, repro, regression test and fix commit without promoting derived UI/data-model details."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-15"	"R12"	".scratch/mes-ingest-phase-1/issues/15-row-parse-errors-as-incomplete.md"	"64e065420dc53534a23599fa4328efd4041ed9ccd0c6e722ab3938c1ed03be15"	"1775"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-DEVIATION-FIX"	"implementation-or-review-deviation-and-fix-record"	"Historical Phase 1 implementation deviation/current-state fix; upstream contract alone may become a candidate."	"Created after implementation or review exposed a concrete deviation, then closed by a fix commit."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain referenced upstream contract, repro, regression test and fix commit without promoting derived UI/data-model details."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-16"	"R12"	".scratch/mes-ingest-phase-1/issues/16-watch-env-config-binding.md"	"377d5fd6504891784608ebcec0097e2812bca5a1e9b697aad8c0ae6707ffaaa0"	"1757"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-IMPLEMENTATION-DEVIATION-FIX"	"implementation-or-review-deviation-and-fix-record"	"Historical Phase 1 implementation deviation/current-state fix; upstream contract alone may become a candidate."	"Created after implementation or review exposed a concrete deviation, then closed by a fix commit."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain referenced upstream contract, repro, regression test and fix commit without promoting derived UI/data-model details."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-17"	"R12"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"19388"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-SPEC-MIXED"	"internal-implementation-spec-mixing-requirement-summaries-and-design"	"MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design."	"Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-story-and-semantic-level-decomposition-upstream-source-review-current-applicability-check-and-explicit-approval"	"Retain user-story/domain-semantic/functional-requirement pointers; separate customer MES semantics, operational/UI preferences, API contracts and technical design."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-18"	"R12"	".scratch/mes-ingest-review-remediation/issues/01-change-feed-cursor-expiry-and-monotonic-watermark.md"	"1ef1248a0c0eacce879b98cd32743fdebeb93917d1a3b9ec5348c97658b8172c"	"2851"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-REVIEW-REMEDIATION"	"code-review-finding-and-regression-fix-record"	"Historical implementation-review finding and repair; authoritative only as evidence that an implementation diverged from an upstream contract at that time."	"Created by code review, with parent/reference, repro, regression tests and a later fix."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain upstream reference, repro, regression and fix history; new interaction/default/model choices remain derived design."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-19"	"R12"	".scratch/mes-ingest-review-remediation/issues/02-restart-zero-drop-baseline-excludes-invalid-rows.md"	"0bd6a9e1cfeabd83aeeb6131b3cdb6607573b3a116d2a3d90114a1d8d6ee11b5"	"2576"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-REVIEW-REMEDIATION"	"code-review-finding-and-regression-fix-record"	"Historical implementation-review finding and repair; authoritative only as evidence that an implementation diverged from an upstream contract at that time."	"Created by code review, with parent/reference, repro, regression tests and a later fix."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain upstream reference, repro, regression and fix history; new interaction/default/model choices remain derived design."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-20"	"R12"	".scratch/mes-ingest-review-remediation/issues/03-descending-demand-keyset-tie-break.md"	"07853010f14acf5ab6fd7cb5b358c9055b542bad5feda68716c794025798c374"	"2121"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-REVIEW-REMEDIATION"	"code-review-finding-and-regression-fix-record"	"Historical implementation-review finding and repair; authoritative only as evidence that an implementation diverged from an upstream contract at that time."	"Created by code review, with parent/reference, repro, regression tests and a later fix."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain upstream reference, repro, regression and fix history; new interaction/default/model choices remain derived design."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-21"	"R12"	".scratch/mes-ingest-review-remediation/issues/04-transactional-sql-schema-upgrade.md"	"40a3483253a35b05f46fc85bf75424f61c1c5732c261e1e27a0107c2541725b5"	"2204"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-REVIEW-REMEDIATION"	"code-review-finding-and-regression-fix-record"	"Historical implementation-review finding and repair; authoritative only as evidence that an implementation diverged from an upstream contract at that time."	"Created by code review, with parent/reference, repro, regression tests and a later fix."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain upstream reference, repro, regression and fix history; new interaction/default/model choices remain derived design."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-22"	"R12"	".scratch/mes-ingest-review-remediation/issues/05-zero-byte-csv-as-incomplete.md"	"e1aeb7ba376a75b78c5674ad3625be0cd8dad2300129a548e2cb7cebafbd6f1b"	"2411"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-REVIEW-REMEDIATION"	"code-review-finding-and-regression-fix-record"	"Historical implementation-review finding and repair; authoritative only as evidence that an implementation diverged from an upstream contract at that time."	"Created by code review, with parent/reference, repro, regression tests and a later fix."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain upstream reference, repro, regression and fix history; new interaction/default/model choices remain derived design."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-23"	"R12"	".scratch/mes-ingest-review-remediation/issues/06-inmemory-store-concurrent-safety.md"	"33f1e2b983b9420e2d4cf7bde71b2a78d81a2502487127d6ad1e0ab905ef7640"	"3779"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-REVIEW-REMEDIATION"	"code-review-finding-and-regression-fix-record"	"Historical implementation-review finding and repair; authoritative only as evidence that an implementation diverged from an upstream contract at that time."	"Created by code review, with parent/reference, repro, regression tests and a later fix."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain upstream reference, repro, regression and fix history; new interaction/default/model choices remain derived design."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-24"	"R12"	".scratch/mes-ingest-review-remediation/issues/07-watch-load-more-and-server-side-paging-sort.md"	"6c7d51ed63eab40bd1f1ed11579334fca751f36ec9c6622907da69f72087e41a"	"2556"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-REVIEW-REMEDIATION"	"code-review-finding-and-regression-fix-record"	"Historical implementation-review finding and repair; authoritative only as evidence that an implementation diverged from an upstream contract at that time."	"Created by code review, with parent/reference, repro, regression tests and a later fix."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain upstream reference, repro, regression and fix history; new interaction/default/model choices remain derived design."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
"R12-25"	"R12"	".scratch/mes-ingest-review-remediation/issues/08-watch-context-menu-details-with-clipboard.md"	"199ba5ddc5155acf9f9103ed20f320f34ce60ca814f2b2b2f4bcd3f6778d7cc8"	"2133"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R12-REVIEW-REMEDIATION"	"code-review-finding-and-regression-fix-record"	"Historical implementation-review finding and repair; authoritative only as evidence that an implementation diverged from an upstream contract at that time."	"Created by code review, with parent/reference, repro, regression tests and a later fix."	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document; retain-as-current-state-and-regression-evidence"	"Retain upstream reference, repro, regression and fix history; new interaction/default/model choices remain derived design."	"R12-historical-local-specs-and-issues.md; section=分组调查矩阵"
