batch_id	issue_number	issue_file	title	required_role	primary_source	candidate_count	first_req	last_req	candidate_ids	approval_payload_sha256	initial_ticket_sha256	status
V1-APP-011	99	issues/99-approve-req-0041-req-0044.md	最终批准 REQ-0041–REQ-0044：新版 MesIngest 当前规范	MesIngest 产品、数据契约责任人与最终批准人	.scratch/new-mes-ingest/spec.md	4	REQ-0041	REQ-0044	REQ-0041,REQ-0042,REQ-0043,REQ-0044	5431c7b1ae2b1d44bbd6d07d52b1d31df9a6114ba994344100a7180aaf1a8e23	1951d1d36867068593fc4622c4654a5cfa69fbb86a5011ddad66f02bd6495a20	awaiting-user-final-item-approval
V1-APP-012	100	issues/100-approve-req-0045-req-0048.md	最终批准 REQ-0045–REQ-0048：新版 MesIngest 当前规范	MesIngest 产品、数据契约责任人与最终批准人	.scratch/new-mes-ingest/spec.md	4	REQ-0045	REQ-0048	REQ-0045,REQ-0046,REQ-0047,REQ-0048	f23c93a50c9d1f6c918bc1a16b7f65a43f6534a00cba15a01ee896e391e3da16	0dd91e3163c44607c1dff1ad919718220563ea5a8b5bc0bb36c5d2d716883c2e	awaiting-user-final-item-approval
V1-APP-013	101	issues/101-approve-req-0049-req-0052.md	最终批准 REQ-0049–REQ-0052：新版 MesIngest 当前规范	MesIngest 产品、数据契约责任人与最终批准人	.scratch/new-mes-ingest/spec.md	4	REQ-0049	REQ-0052	REQ-0049,REQ-0050,REQ-0051,REQ-0052	f9f2738669b6c3255ea00d0f976db69a8179a7ba6da26ef761b102de1132dfa9	94f4f0d6432b1c817f37b55728b35904b988f88deec63f5ebe91f4a76860c369	awaiting-user-final-item-approval
V1-APP-014	102	issues/102-approve-req-0053-req-0056.md	最终批准 REQ-0053–REQ-0056：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	4	REQ-0053	REQ-0056	REQ-0053,REQ-0054,REQ-0055,REQ-0056	5a7bb5fa40e257e14bbe05076ef61509583ebc145d8fdb88114dbfb21e1c31c6	6de98911b422b9e22b2669bef71e473991a75b9eb540161599e948af5588c1b1	awaiting-user-final-item-approval
V1-APP-015	103	issues/103-approve-req-0057-req-0060.md	最终批准 REQ-0057–REQ-0060：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	4	REQ-0057	REQ-0060	REQ-0057,REQ-0058,REQ-0059,REQ-0060	579e44b26f72511f58cddded1a8456b73866f413998de871dc7f07f4884beba1	ceee5ca930b4d460f6eb5ef44a2cf3c196328bfcc87e80146ea725120ed07b7b	awaiting-user-final-item-approval
V1-APP-016	104	issues/104-approve-req-0061-req-0064.md	最终批准 REQ-0061–REQ-0064：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	4	REQ-0061	REQ-0064	REQ-0061,REQ-0062,REQ-0063,REQ-0064	965055389b02d86b095e8c303328e8b62a266e37a21befa391091f02009b29b3	1959d556b75773a09d783b06d96cf9e72e6d9fad47646680c6e4fd797919b244	awaiting-user-final-item-approval
V1-APP-017	105	issues/105-approve-req-0065-req-0068.md	最终批准 REQ-0065–REQ-0068：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	4	REQ-0065	REQ-0068	REQ-0065,REQ-0066,REQ-0067,REQ-0068	6627ce7530a08b1629eeea65ea03a0098562f3f6038025ed5f8bb01070efd0e5	25e77eb7e58163f695dda35265543dc1ce220a6af50f3688387bf4f9c15eca9e	awaiting-user-final-item-approval
V1-APP-018	106	issues/106-approve-req-0069-req-0072.md	最终批准 REQ-0069–REQ-0072：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	4	REQ-0069	REQ-0072	REQ-0069,REQ-0070,REQ-0071,REQ-0072	2e1f8328ee2ac81de83012aea5e588782f001bd5073fdf71f552695ce7731352	52ae15cf4135a192bc303cb4e8e978c4f48e6b2f405a9624c3556d8dee2e0422	awaiting-user-final-item-approval
V1-APP-019	107	issues/107-approve-req-0073-req-0076.md	最终批准 REQ-0073–REQ-0076：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	4	REQ-0073	REQ-0076	REQ-0073,REQ-0074,REQ-0075,REQ-0076	d57f614cd12d078cfa3070a99c0e33451d25ca1cea3a38513350f1056c80c2a1	bed5c4c28e8c2baada5b7f5b16087c4a011bab98a5561efbe586b523b7e7eb35	awaiting-user-final-item-approval
V1-APP-020	108	issues/108-approve-req-0077-req-0080.md	最终批准 REQ-0077–REQ-0080：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	4	REQ-0077	REQ-0080	REQ-0077,REQ-0078,REQ-0079,REQ-0080	0f1edc076c3aa16483a7ca13412ac4e653127ade0fa88b98223fb50df30116a7	380c5a93b4b7f5509deae73d0f818102cfe726272907d7797caf93bb3b9c90a0	awaiting-user-final-item-approval
V1-APP-021	109	issues/109-approve-req-0081-req-0084.md	最终批准 REQ-0081–REQ-0084：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	4	REQ-0081	REQ-0084	REQ-0081,REQ-0082,REQ-0083,REQ-0084	d764f1a7f3fc154d6a9ecd22c4ed42709bbf45fa8a0e1e23b8f8231762f62c30	0d5ffeacb453e115c7ac08f1f693498e6a0d6beb4c734d9f69dd59979fee92cc	awaiting-user-final-item-approval
V1-APP-022	110	issues/110-approve-req-0085-req-0088.md	最终批准 REQ-0085–REQ-0088：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	4	REQ-0085	REQ-0088	REQ-0085,REQ-0086,REQ-0087,REQ-0088	e84ec20e23a41c9f570adcb3df97b3cfd1f1302ae5dfda4f61b54255a2e9e4da	e5c6c8b145008fee139830001f62ce02fc71f14bbc6277bdb6ad19fc17a5432d	awaiting-user-final-item-approval
V1-APP-023	111	issues/111-approve-req-0089-req-0089.md	最终批准 REQ-0089–REQ-0089：有界存储与低内存规范	SQL Server、容量与存储责任人与最终批准人	.scratch/mes-ingest-bounded-storage-low-memory/spec.md	1	REQ-0089	REQ-0089	REQ-0089	97436982aff16bac551260437d5dc55f403283e3490763646e62afebc677ffa7	afe62c05278be9b900ce8942620ac29237afd05c8774c622812d99f85d3de4cc	awaiting-user-final-item-approval
V1-APP-024	112	issues/112-approve-req-0090-req-0093.md	最终批准 REQ-0090–REQ-0093：Watch AREA 实时同步规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/mes-ingest-watch-area-live-sync/spec.md	4	REQ-0090	REQ-0093	REQ-0090,REQ-0091,REQ-0092,REQ-0093	a572ecb4391c0ee2dc45f4c50b3d92a6b4243836db275d85584666e43309da73	6389647e03346730886cfd1fb055c3f20e9c5e87db950a142a1ad9ff221a4c14	awaiting-user-final-item-approval
V1-APP-025	113	issues/113-approve-req-0094-req-0097.md	最终批准 REQ-0094–REQ-0097：Watch AREA 实时同步规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/mes-ingest-watch-area-live-sync/spec.md	4	REQ-0094	REQ-0097	REQ-0094,REQ-0095,REQ-0096,REQ-0097	791617e60455fba202396511934ebf19fbf265db9129ce2fe3edcca805ff97df	9a1c2cf216267c16daf74e30638a0a7c709f9ea5aed7596496ad444e46a36ee1	awaiting-user-final-item-approval
V1-APP-026	114	issues/114-approve-req-0098-req-0101.md	最终批准 REQ-0098–REQ-0101：Watch AREA 实时同步规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/mes-ingest-watch-area-live-sync/spec.md	4	REQ-0098	REQ-0101	REQ-0098,REQ-0099,REQ-0100,REQ-0101	51bc22ed356fe21e631fe0acdd902559917510158fa22d48be471a6c909ee6c8	d6f9fd88de095c16040066bf6e938136b57565af9b9cf325e4540441dfee7b0e	awaiting-user-final-item-approval
V1-APP-027	115	issues/115-approve-req-0102-req-0105.md	最终批准 REQ-0102–REQ-0105：Watch AREA 实时同步规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/mes-ingest-watch-area-live-sync/spec.md	4	REQ-0102	REQ-0105	REQ-0102,REQ-0103,REQ-0104,REQ-0105	e55bbcc94a24a1d78d8f62f5a018ed7f6e1c24b0ca1a491e02c362064a6ea01d	b85efb9b80757101b45b675cdf0a506d59046258221df8fe2245e44d1ef844aa	awaiting-user-final-item-approval
V1-APP-028	116	issues/116-approve-req-0106-req-0109.md	最终批准 REQ-0106–REQ-0109：Watch AREA 实时同步规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/mes-ingest-watch-area-live-sync/spec.md	4	REQ-0106	REQ-0109	REQ-0106,REQ-0107,REQ-0108,REQ-0109	a56dc83f7a1c09a4fdafe3193c48c3d71163f7ae0847cd6fb64c2027a4f01fa2	77049f423af495e5ac1a550dfeff085d9fc243defa98721756cf6b02817d2bfb	awaiting-user-final-item-approval
V1-APP-029	117	issues/117-approve-req-0110-req-0113.md	最终批准 REQ-0110–REQ-0113：Watch AREA 实时同步规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/mes-ingest-watch-area-live-sync/spec.md	4	REQ-0110	REQ-0113	REQ-0110,REQ-0111,REQ-0112,REQ-0113	12c09bd1e3f8cd5cac2c895abaa7719d63bfaed2244165fafff9ad06bba3d021	083b31e01c2775f8453e4a81b3b26e59641f9f47b1c2d84b27da6c12fca8b4ce	awaiting-user-final-item-approval
V1-APP-030	118	issues/118-approve-req-0114-req-0115.md	最终批准 REQ-0114–REQ-0115：Watch AREA 实时同步规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/mes-ingest-watch-area-live-sync/spec.md	2	REQ-0114	REQ-0115	REQ-0114,REQ-0115	e72116a19c12a04d9800ecd536316228b4806d3a82bafd22fd261e5529a2ca4f	d27fb3c9c0c52f1b297e336eae9de9a5ba44b822c1293ec642358ff88c25733d	awaiting-user-final-item-approval
V1-APP-031	119	issues/119-approve-req-0116-req-0119.md	最终批准 REQ-0116–REQ-0119：Demand Series Inspector E 规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/demand-series-inspector-e/spec.md	4	REQ-0116	REQ-0119	REQ-0116,REQ-0117,REQ-0118,REQ-0119	c3b92e51b6fd3dce81d1c8ba857776e1ba20ebc01e117f55edc5ff2bbd64c21b	4f12387c502cfe662909f9b8c5e367daf5a1c2a2b467cf629f955ba7c7e8afa4	awaiting-user-final-item-approval
V1-APP-032	120	issues/120-approve-req-0120-req-0123.md	最终批准 REQ-0120–REQ-0123：Demand Series Inspector E 规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/demand-series-inspector-e/spec.md	4	REQ-0120	REQ-0123	REQ-0120,REQ-0121,REQ-0122,REQ-0123	e03e5d34c589c3eb2912e56e3d74359063fef06a11420e6f1aecf9d7cd2fb8a2	daf5117287853b26ece33c9942e0363ba1f6bf3359c546bfecbe1694129a4a84	awaiting-user-final-item-approval
V1-APP-033	121	issues/121-approve-req-0124-req-0127.md	最终批准 REQ-0124–REQ-0127：Demand Series Inspector E 规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/demand-series-inspector-e/spec.md	4	REQ-0124	REQ-0127	REQ-0124,REQ-0125,REQ-0126,REQ-0127	f9b8c34f83fe6dff6d5ee829fe5c29b05a6314dc09b06a3d4b184e8735f2eed5	9cca78c1dbd3a7e370290fa6108d829b29d30b03c85fb2e14433b7c3bcf58fff	awaiting-user-final-item-approval
V1-APP-034	122	issues/122-approve-req-0128-req-0131.md	最终批准 REQ-0128–REQ-0131：Demand Series Inspector E 规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/demand-series-inspector-e/spec.md	4	REQ-0128	REQ-0131	REQ-0128,REQ-0129,REQ-0130,REQ-0131	11a365b0f0b7796ed85037e36b235357fd7375b8696a4238d4a7daa6a6d7aeaf	c0236191e71c1c1a6bc7ff4a7a8ad3d6bc6b8442af380033ea8a219f4db8dafe	awaiting-user-final-item-approval
V1-APP-035	123	issues/123-approve-req-0132-req-0135.md	最终批准 REQ-0132–REQ-0135：Demand Series Inspector E 规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/demand-series-inspector-e/spec.md	4	REQ-0132	REQ-0135	REQ-0132,REQ-0133,REQ-0134,REQ-0135	33fe072b6b526ba74acc26cc84ed18f24227c2ae5996f3fc073ee4d8199ab4d1	043ce2578cba7a3fec86d910020661bc49725e71c4cc631ef19f0c8d50a9ecc1	awaiting-user-final-item-approval
V1-APP-036	124	issues/124-approve-req-0136-req-0139.md	最终批准 REQ-0136–REQ-0139：Demand Series Inspector E 规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/demand-series-inspector-e/spec.md	4	REQ-0136	REQ-0139	REQ-0136,REQ-0137,REQ-0138,REQ-0139	859cd1d3494fd1f8d7c056c0e7f0ffe5f082c668ca2f5177e6337bbde6eeabfe	c0d3d8c9dc0505268c15d71c43643dcab8b4db8c3d6ea0d4775f5e069d2aa610	awaiting-user-final-item-approval
V1-APP-037	125	issues/125-approve-req-0140-req-0143.md	最终批准 REQ-0140–REQ-0143：Demand Series Inspector E 规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/demand-series-inspector-e/spec.md	4	REQ-0140	REQ-0143	REQ-0140,REQ-0141,REQ-0142,REQ-0143	0c8a1b4587e69825c566bea2b92b902a3e0886b268aa2752fa109872f4e00dee	74fe86ace769bcc7ca249ac0029c312b7d9a4b372a3fcce63f299244f8209a83	awaiting-user-final-item-approval
V1-APP-038	126	issues/126-approve-req-0144-req-0145.md	最终批准 REQ-0144–REQ-0145：Demand Series Inspector E 规范	MesIngestWatch 产品、现场运维责任人与最终批准人	.scratch/demand-series-inspector-e/spec.md	2	REQ-0144	REQ-0145	REQ-0144,REQ-0145	c617cb8979978ea1b0b00c20504d125df213b1a037b052e17e53a11ca013e48a	2b277ab84e83ef8da9ec86cfc5a2630846f840529138fb924873195ef4a5cf81	awaiting-user-final-item-approval
V1-APP-039	127	issues/127-approve-req-0146-req-0149.md	最终批准 REQ-0146–REQ-0149：决定 RIoT 项目 API 白名单与调用安全边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/37-decide-riot-api-allowlist-and-call-safety-boundary.md	4	REQ-0146	REQ-0149	REQ-0146,REQ-0147,REQ-0148,REQ-0149	54e87924094ecb63c19c7a445320a16043c5122917ab79df9382cabad57d224e	ed2ca2bb5cf19464f11e0fbe8e92d884817eac1bbfa02c2f2b44f953b9d9c2a6	awaiting-user-final-item-approval
V1-APP-040	128	issues/128-approve-req-0150-req-0153.md	最终批准 REQ-0150–REQ-0153：决定运输需求身份、对账键与取消抑制边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/56-decide-transport-demand-identity-reconcile-key-and-cancellation-suppression-boundary.md	4	REQ-0150	REQ-0153	REQ-0150,REQ-0151,REQ-0152,REQ-0153	3db5a6ae0b6a0fb02cd8a418356bf753830422e760ba2686d3d59a816b6a61ca	7cc8d1089f242b2cc265c2af17cb0b3d80141a133195dc1c370fca4d11c23ad5	awaiting-user-final-item-approval
V1-APP-041	129	issues/129-approve-req-0154-req-0157.md	最终批准 REQ-0154–REQ-0157：决定运输需求身份、对账键与取消抑制边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/56-decide-transport-demand-identity-reconcile-key-and-cancellation-suppression-boundary.md	4	REQ-0154	REQ-0157	REQ-0154,REQ-0155,REQ-0156,REQ-0157	3642de1360a5bf0eef23d7ff4cb452b3a6402d96bb0cdd818024d58a0b172417	43fc0a8bb1d4d545655b1f757adaac1fd8f382be761d7c942e2f42f0aaf2ccfb	awaiting-user-final-item-approval
V1-APP-042	130	issues/130-approve-req-0158-req-0161.md	最终批准 REQ-0158–REQ-0161：决定当前 MES 只读与卸货、完工回写边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/57-decide-current-mes-readonly-and-completion-writeback-boundary.md	4	REQ-0158	REQ-0161	REQ-0158,REQ-0159,REQ-0160,REQ-0161	191394d79ebd998e010645785c39012d241a6c9428b70d6ad036508cd387bd31	f8366bf6469d309e78e7bea1858c369690165f78e0e1047611a24c2919623376	awaiting-user-final-item-approval
V1-APP-043	131	issues/131-approve-req-0162-req-0163.md	最终批准 REQ-0162–REQ-0163：决定当前 MES 只读与卸货、完工回写边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/57-decide-current-mes-readonly-and-completion-writeback-boundary.md	2	REQ-0162	REQ-0163	REQ-0162,REQ-0163	5dd8fdce17f5aadce23ba5933e79a93dbce35c646c7edf7d9ace1a667e30ee27	43e90f4a1e91d1186946ec4cf415330e3723b80f3895ba9aa09e5f3049807b05	awaiting-user-final-item-approval
V1-APP-044	132	issues/132-approve-req-0164-req-0167.md	最终批准 REQ-0164–REQ-0167：决定 QUEUEING 滞留与下单前清积压策略	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/58-decide-queueing-stall-and-pre-dispatch-backlog-cleanup-policy.md	4	REQ-0164	REQ-0167	REQ-0164,REQ-0165,REQ-0166,REQ-0167	02cd2a80eadd9ac909231bff89182e2bd5cd81634a1c6ffdcdb1ae43b4213394	aa28c49c3a9935ebc8a3816c2383b485fdb8dcc05d95196342b46ef0a74a9063	awaiting-user-final-item-approval
V1-APP-045	133	issues/133-approve-req-0168-req-0169.md	最终批准 REQ-0168–REQ-0169：决定 QUEUEING 滞留与下单前清积压策略	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/58-decide-queueing-stall-and-pre-dispatch-backlog-cleanup-policy.md	2	REQ-0168	REQ-0169	REQ-0168,REQ-0169	57fec533c8e53ea63f5274e510a21a0eb9f07ce781e8c52e3ee295b5e2479832	a767771126cce2cfe65366146c1c2b3e27d95838aa174612a4575838aba654c6	awaiting-user-final-item-approval
V1-APP-046	134	issues/134-approve-req-0170-req-0173.md	最终批准 REQ-0170–REQ-0173：决定充电失败改派的备用桩筛选与排队关系	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/59-decide-charge-failure-reassignment-station-filter-and-queueing-policy.md	4	REQ-0170	REQ-0173	REQ-0170,REQ-0171,REQ-0172,REQ-0173	2c62f6d6ef64ee597a8dbe668b8b2d5004fd30064e02578e0c737f66908ae57b	bf5bf8ef741c8ec42f10b2828fe3a9e12a6a0343fa86ee331f95f0797858f5bc	awaiting-user-final-item-approval
V1-APP-047	135	issues/135-approve-req-0174-req-0177.md	最终批准 REQ-0174–REQ-0177：决定无联网充电桩的充电失败确认与暂停触发边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/62-decide-offline-charger-failure-confirmation-and-allocation-hold-trigger.md	4	REQ-0174	REQ-0177	REQ-0174,REQ-0175,REQ-0176,REQ-0177	5c904f0e27fdfde9dd0b6d1d6ae95e1d2a68fb206f3b5e33a54e05b1a809ea93	7ca784e299e3bb2cfe7d0db02a054a8361c28d6371ca31385fa22651c3f47fea	awaiting-user-final-item-approval
V1-APP-048	136	issues/136-approve-req-0178-req-0180.md	最终批准 REQ-0178–REQ-0180：决定无联网充电桩的充电失败确认与暂停触发边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/62-decide-offline-charger-failure-confirmation-and-allocation-hold-trigger.md	3	REQ-0178	REQ-0180	REQ-0178,REQ-0179,REQ-0180	4ce27ab90472bc3dc2d88a82870a4f7fb93b903d998dde080c2c636d28e43556	356e4ec23467783ce5b7c8beb6c4a3f6300c7c23655f2cd1670abbb1d9d85e43	awaiting-user-final-item-approval
V1-APP-049	137	issues/137-approve-req-0181-req-0184.md	最终批准 REQ-0181–REQ-0184：决定 MES 运输候选的业务纳入与排除边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/64-decide-mes-transport-candidate-inclusion-and-exclusion-boundary.md	4	REQ-0181	REQ-0184	REQ-0181,REQ-0182,REQ-0183,REQ-0184	b98d7929fd369c178834f54b7b3852c9ba334052f4fcc7aa150f0e8cd36f32d7	3ddf04eb488a703b773b86717711396dbc03538b60dc34808bf4d9c884c1d67d	awaiting-user-final-item-approval
V1-APP-050	138	issues/138-approve-req-0185-req-0188.md	最终批准 REQ-0185–REQ-0188：决定 MES 运输候选的业务纳入与排除边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/64-decide-mes-transport-candidate-inclusion-and-exclusion-boundary.md	4	REQ-0185	REQ-0188	REQ-0185,REQ-0186,REQ-0187,REQ-0188	ad0f52567bbd04d766aef447924c0b9401ce881e114aeed05c956bdc448c340b	ae27bbab3ee65671112e396370e4c9941806183d93a81c0148adca9d4b3b9018	awaiting-user-final-item-approval
V1-APP-051	139	issues/139-approve-req-0189-req-0192.md	最终批准 REQ-0189–REQ-0192：决定复合运输、分区与多 SUBLOT 组合边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/65-decide-composite-transport-zoning-and-multi-sublot-boundary.md	4	REQ-0189	REQ-0192	REQ-0189,REQ-0190,REQ-0191,REQ-0192	5b69f3c7cdcc84a87aa661380e3933ab338f01d80a8446074d4415cec69bd4a6	c8e9235ed4c9dcce6aa0d4b5b5909922af05f5b527ea78712c79741c6a22e6e9	awaiting-user-final-item-approval
V1-APP-052	140	issues/140-approve-req-0193-req-0196.md	最终批准 REQ-0193–REQ-0196：决定复合运输、分区与多 SUBLOT 组合边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/65-decide-composite-transport-zoning-and-multi-sublot-boundary.md	4	REQ-0193	REQ-0196	REQ-0193,REQ-0194,REQ-0195,REQ-0196	b006e063eaf246b5c8cb1ab7161e955b372f26fd1836c8533abc0f8b2a31c10a	bf332f08326f9cfbde0bfd75e5bb8a4a0a3e45da2bcbfa950a5c81d8adcdc92c	awaiting-user-final-item-approval
