"path"	"git_status"	"sha256"	"bytes"	"last_write_utc"	"material_role"	"batch_id"	"batch_title"	"follow_up_ticket"	"route_reason"
".agents/skills/setup-matt-pocock-skills/issue-tracker-github.md"	"tracked-clean"	"68715d7b08c2d5c88038180fbf8c40743339c86e3f6752a3d88eaf37c13fcac1"	"3790"	"2026-07-23T01:18:07.2361601Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/setup-matt-pocock-skills/issue-tracker-gitlab.md"	"tracked-clean"	"a81f7ec32ff7ce550e0ed11abe87323d586707b3468eee048c178dc13a9a12ea"	"3872"	"2026-07-23T01:18:07.2371521Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/setup-matt-pocock-skills/issue-tracker-local.md"	"tracked-clean"	"1afc0fe25743b0a11fcbbdae71624ac8a2be776436ddef97985a16bbe360264b"	"1876"	"2026-07-23T01:18:07.2371521Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/setup-matt-pocock-skills/SKILL.md"	"tracked-clean"	"5bb39f7c7468525677cb3ce7b0ef64d596570f9df489d88cafc4e302ef08810e"	"7044"	"2026-07-23T01:18:07.2341528Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/setup-matt-pocock-skills/triage-labels.md"	"tracked-clean"	"493d08d7a8007d3604cdf64d45717045034a5037c9e9917bae1ad9340fad75b8"	"1060"	"2026-07-23T01:18:07.2381501Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/tdd/agents/openai.yaml"	"tracked-clean"	"f8e2afc1fbcd6a6e1178c30f290ca9f2286c949a0b74b8b68fd14f198b78ebac"	"90"	"2026-07-23T01:18:07.2413715Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/tdd/mocking.md"	"tracked-clean"	"73a10b6a26b56197c738a764c1e4205af98c74553f4a713795997f6bc35b917d"	"1540"	"2026-07-23T01:18:07.2426488Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/tdd/SKILL.md"	"tracked-clean"	"2de14b893e7a1bf7030b9eb778a3714a19da70c4284ad18a6e43b2402aa693ef"	"3249"	"2026-07-23T01:18:07.2404215Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/tdd/tests.md"	"tracked-clean"	"0b401f98bd3684d2fea6440d6946afcf8f5f68ac6a65599dd7a2b90dd9f02eb5"	"2291"	"2026-07-23T01:18:07.2426488Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/teach/agents/openai.yaml"	"tracked-clean"	"80e96a4d492ad8538e609672361e8543b69e7b22ce83be0efc2e5532472ede69"	"144"	"2026-07-23T01:18:07.3289066Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/teach/GLOSSARY-FORMAT.md"	"tracked-clean"	"408c96dce06be99b53a6e05b1e3201c900bcbb46ae3cf08ead8aa3e3cb545d8c"	"2166"	"2026-07-23T01:18:07.3237740Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/teach/LEARNING-RECORD-FORMAT.md"	"tracked-clean"	"7bbbf6e325370633c77ec772cf4d30da19037ff2892c9e751f23e2696cf80888"	"2823"	"2026-07-23T01:18:07.3247755Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/teach/MISSION-FORMAT.md"	"tracked-clean"	"ba1bc536615a6940414d96a1d87562f8f2684f56649d44ba15abaaf1833d0ce9"	"1584"	"2026-07-23T01:18:07.3257776Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/teach/RESOURCES-FORMAT.md"	"tracked-clean"	"b5c7f17ce7c7b7f49a3a0007162e5024948c7b5c45c549643cafeb900ed431a6"	"1958"	"2026-07-23T01:18:07.3278930Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/teach/SKILL.md"	"tracked-clean"	"99c077a05f66237c95392dc440974e9d144c1267309e978c7a18aaf065ce7fd3"	"9647"	"2026-07-23T01:18:07.3278930Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/to-spec/agents/openai.yaml"	"tracked-clean"	"55037139831219743dda1f716fe69eab3366e922529f69cc988fea3b1d34c74a"	"140"	"2026-07-23T01:18:07.2451337Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/to-spec/SKILL.md"	"tracked-clean"	"a8ffe2ecd1692f012d310dca3f3c9a75f61086df77dbb0a5bc38ddbc0bd2e6bc"	"3148"	"2026-07-23T01:18:07.2441206Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/to-tickets/agents/openai.yaml"	"tracked-clean"	"e396b8caaf6cdd95c94cf707a7ca2fa5c3a04b37ae5d4301b5b360a7ff7a34cb"	"151"	"2026-07-23T01:18:07.2471329Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/to-tickets/SKILL.md"	"tracked-clean"	"b9478faa82b40c653bba2ea110682b5ae22a6736e4600768ae158c17db861ae2"	"5812"	"2026-07-23T01:18:07.2461320Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/triage/AGENT-BRIEF.md"	"tracked-clean"	"77f2674735d8b3579980e69c53d9616ebc77e2ea5aa70d2017d8b06deea3f9ac"	"8179"	"2026-07-23T01:18:07.2481325Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/triage/agents/openai.yaml"	"tracked-clean"	"d930356b9f23b89361f5b8f4fef87c911b35531b15a9005956c944a1058973ae"	"140"	"2026-07-23T01:18:07.2505427Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/triage/OUT-OF-SCOPE.md"	"tracked-clean"	"3e55f4709e93e6025c58756579b61360d83a22687f177bf33cad2838d4c246d0"	"4817"	"2026-07-23T01:18:07.2491326Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/triage/SKILL.md"	"tracked-clean"	"a1007f142b7c53d1c027d7d5081e430841f997ca4de6b904126ea6a22e232e02"	"6686"	"2026-07-23T01:18:07.2491326Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/wayfinder/agents/openai.yaml"	"tracked-clean"	"3e698cdff8e84d0e900d8dec535060e9e6d16d923b313eefd881e958d164e37a"	"149"	"2026-07-23T01:18:07.2530519Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/wayfinder/SKILL.md"	"tracked-clean"	"824e3cbb5beb15c5b17045070c4664f348abc506997a781f749258d2db49872a"	"12028"	"2026-07-23T01:18:07.2520386Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/writing-great-skills/agents/openai.yaml"	"tracked-clean"	"94804e8234f8f146dc99fb8ae6106e8196914b24f86ffcbce952478498d090c5"	"155"	"2026-07-23T01:18:07.3331765Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/writing-great-skills/GLOSSARY.md"	"tracked-clean"	"7c8b520536aa90fdd5ceeedfbfc5e24e21df0dd480619d9f2bba38c959f3c49e"	"18689"	"2026-07-23T01:18:07.3309062Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".agents/skills/writing-great-skills/SKILL.md"	"tracked-clean"	"8c38389dbcfdb3605690c5ce2fe0fa433e7a2f2371a7f1e697d080d81d15fdea"	"9497"	"2026-07-23T01:18:07.3319071Z"	"repository-governance"	"G01"	"仓库代理、流程与工具元数据"	"no"	"代理技能与配置，不是项目系统需求。"
".scratch/mes-ingest-phase-1/issues/01-recorded-snapshot-to-read-api.md"	"tracked-clean"	"0e450e68f282f09e0374ef4c62c26e8818889a2b8269bc639b7686c0de3786d6"	"1459"	"2026-07-27T00:47:07.0741779Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/02-demand-lifecycle-appear-gone-reappear.md"	"tracked-clean"	"47403fb0fb453921a231b1b6d37f4aa11158636c1f315c97a0b5e508a6d5030d"	"1466"	"2026-07-27T01:04:49.1130446Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/03-mes-data-quality-diagnostics.md"	"tracked-clean"	"aebd3d60f4c0cb5c0bd86c7e2dd730879539d95cd33e609a2f725f43ec98ca43"	"1581"	"2026-07-27T07:28:18.7714232Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/04-paused-zero-drop.md"	"tracked-clean"	"539ebf637d2e816884b76f76a13ab45b9625963cecfe547c2ae7f552455cd693"	"1427"	"2026-07-27T07:28:10.2986232Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/05-sql-server-persistent-projection.md"	"tracked-clean"	"2e92831e8dfabc3c4e27dbbec71df34a3f0c5b9eee85fdb34edd186414a79c29"	"1350"	"2026-07-27T01:42:43.7718488Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/06-restart-recovery-barrier.md"	"tracked-clean"	"b84a03a697a304d97cbcbf07cab3f890d5d096230daf45cbb0f481ebdba1fcae"	"1653"	"2026-07-27T01:53:21.7085846Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/07-windows-service-single-flight-poll.md"	"tracked-clean"	"f29716f21e67c30165c54dd46b5fcaf9ecfa973d8d38cff24984b60d1938ace7"	"1441"	"2026-07-27T07:28:33.7449796Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/08-oracle-source-and-probe.md"	"tracked-clean"	"5b9588d598a7c4af02ef28beb4077f0e210727de9789cfaf3d244be1229b2183"	"1424"	"2026-07-27T02:46:47.0414769Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/09-wpf-watch-thin-client.md"	"tracked-clean"	"1d8141b69af5fe85f1c64a3d861d7724ca7c2eae455e239a542b3879d5d00600"	"1525"	"2026-07-27T07:28:18.7720369Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/10-install-package-and-secure-config.md"	"tracked-clean"	"159e3908ec17de1b7a1307cdf9fd9200400092b4d98cdd67ce6088723ac2a488"	"1485"	"2026-07-27T04:24:37.7846798Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/11-factory-validation-feedback-loop.md"	"tracked-clean"	"c4ff7d8222100f920725528666db98d624408afd88fbfaec28b1fa51526f8ec7"	"1645"	"2026-07-27T05:11:00.0361295Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/12-zero-drop-counts-after-baseline.md"	"tracked-clean"	"c96d958377e221e8599b2d1b3c35fc44b1acb26d8c22d4e102efecd3e76bb43b"	"1602"	"2026-07-27T07:38:42.9947851Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/13-demand-dto-relevant-alerts.md"	"tracked-clean"	"11a59959a7a4ef043edbbf6b2d3ff318742158a8982a54cf7cd3c6b8b02bc966"	"1366"	"2026-07-27T07:44:37.2350997Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/14-watch-banner-before-first-poll.md"	"tracked-clean"	"f11afd982aff4a3e2e8a65c27367c74fd91300a7458060ddd474ae07aabedabc"	"1494"	"2026-07-27T07:55:28.4036820Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/15-row-parse-errors-as-incomplete.md"	"tracked-clean"	"64e065420dc53534a23599fa4328efd4041ed9ccd0c6e722ab3938c1ed03be15"	"1775"	"2026-07-27T08:29:10.9931413Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/issues/16-watch-env-config-binding.md"	"tracked-clean"	"377d5fd6504891784608ebcec0097e2812bca5a1e9b697aad8c0ae6707ffaaa0"	"1757"	"2026-07-27T08:58:38.0964094Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-phase-1/spec.md"	"tracked-clean"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"19388"	"2026-07-24T09:11:52.0187343Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-review-remediation/issues/01-change-feed-cursor-expiry-and-monotonic-watermark.md"	"tracked-clean"	"1ef1248a0c0eacce879b98cd32743fdebeb93917d1a3b9ec5348c97658b8172c"	"2851"	"2026-08-01T01:59:46.8583542Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
".scratch/mes-ingest-review-remediation/issues/02-restart-zero-drop-baseline-excludes-invalid-rows.md"	"tracked-clean"	"0bd6a9e1cfeabd83aeeb6131b3cdb6607573b3a116d2a3d90114a1d8d6ee11b5"	"2576"	"2026-08-01T02:18:19.4831217Z"	"candidate-decision"	"R12"	"历史本地 spec 与实施票据"	"yes"	"既有本地 spec/issue 记录；须核实来源、批准与当前适用性。"
